,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,ex
0,0.219333333,0.20569537746666666,0.19205742193333333,0.1784194664,0.16478151086666665,0.15114355533333335,0.1375055998,0.12386764426666666,0.11022968873333333,0.0965917332,0.08295377766666667,0.06931582213333334,0.05567786659999999,0.04203991106666666,0.02840195553333333,0.014764,0.014764
1,0.229777778,0.21546719279999998,0.20115660759999998,0.18684602239999998,0.17253543719999997,0.15822485199999997,0.1439142668,0.1296036816,0.11529309639999999,0.10098251119999999,0.08667192599999998,0.07236134079999998,0.058050755600000004,0.0437401704,0.029429585199999997,0.015119,0.015119
2,0.240222222,0.2252390072,0.2102557924,0.1952725776,0.18028936280000002,0.16530614799999999,0.1503229332,0.1353397184,0.1203565036,0.10537328879999999,0.09039007399999999,0.07540685919999998,0.060423644400000004,0.0454404296,0.030457214799999993,0.015474,0.015474
3,0.250666667,0.23501088920000002,0.21935511140000002,0.2036993336,0.1880435558,0.17238777800000002,0.1567320002,0.1410762224,0.12542044460000001,0.10976466680000002,0.09410888900000003,0.07845311120000001,0.06279733340000002,0.047141555600000024,0.0314857778,0.01583,0.01583
4,0.261111111,0.2447827036,0.22845429620000002,0.2121258888,0.1957974814,0.179469074,0.16314066659999998,0.1468122592,0.1304838518,0.1141554444,0.097827037,0.08149862959999998,0.06517022219999999,0.048841814799999994,0.03251340739999997,0.016185,0.016185
5,0.271555556,0.2545545189333333,0.23755348186666664,0.22055244479999997,0.2035514077333333,0.18655037066666663,0.1695493336,0.15254829653333332,0.13554725946666665,0.11854622239999998,0.10154518533333332,0.08454414826666665,0.0675431112,0.05054207413333334,0.03354103706666667,0.01654,0.01654
6,0.282,0.26432633333333333,0.24665266666666663,0.228979,0.21130533333333332,0.19363166666666665,0.175958,0.15828433333333333,0.14061066666666666,0.12293699999999999,0.10526333333333332,0.08758966666666668,0.069916,0.052242333333333335,0.03456866666666669,0.016895,0.016895
7,0.292444444,0.27409814773333335,0.2557518514666667,0.2374055552,0.21905925893333333,0.20071296266666666,0.18236666640000002,0.16402037013333334,0.14567407386666667,0.1273277776,0.10898148133333332,0.09063518506666665,0.0722888888,0.05394259253333333,0.03559629626666666,0.01725,0.01725
8,0.302888889,0.2838700297333333,0.2648511704666667,0.2458323112,0.22681345193333333,0.20779459266666667,0.18877573339999998,0.16975687413333332,0.15073801486666666,0.1317191556,0.11270029633333334,0.09368143706666665,0.07466257779999999,0.05564371853333333,0.03662485926666664,0.017606,0.017606
9,0.313333333,0.29364184413333333,0.27395035526666667,0.2542588664,0.23456737753333334,0.21487588866666668,0.1951843998,0.17549291093333333,0.15580142206666667,0.1361099332,0.11641844433333334,0.09672695546666668,0.07703546659999999,0.05734397773333333,0.03765248886666667,0.017961,0.017961
10,0.317833333,0.29787424413333335,0.27791515526666666,0.2579560664,0.23799697753333332,0.21803788866666668,0.1980787998,0.17811971093333334,0.15816062206666667,0.1382015332,0.11824244433333334,0.09828335546666667,0.07832426660000003,0.05836517773333333,0.03840608886666669,0.018447,0.018447
11,0.322333333,0.3021066441333333,0.28187995526666665,0.2616532664,0.24142657753333333,0.22119988866666665,0.2009731998,0.18074651093333333,0.16051982206666665,0.14029313319999998,0.1200664443333333,0.09983975546666665,0.07961306659999998,0.05938637773333333,0.03915968886666665,0.018933,0.018933
12,0.326833333,0.30633904413333335,0.2858447552666667,0.26535046640000004,0.24485617753333333,0.22436188866666668,0.20386759980000002,0.18337331093333334,0.16287902206666668,0.14238473320000003,0.12189044433333335,0.1013961554666667,0.08090186660000004,0.060407577733333384,0.039913288866666674,0.019419,0.019419
13,0.331333333,0.3105714441333333,0.2898095552666667,0.2690476664,0.24828577753333333,0.22752388866666667,0.20676199979999998,0.18600011093333332,0.16523822206666666,0.1444763332,0.12371444433333334,0.10295255546666665,0.08219066659999999,0.06142877773333333,0.04066688886666664,0.019905,0.019905
