"[642, 13, 16, 11, 15, 11, 14, 6, 3, 5, 4, 4, 4, 5, 2, 2, 7, 4, 5, 1, 3, 1, 2, 3, 2, 3, 2, 6, 3, 3, 0, 2, 2, 1, 4, 1, 0, 1, 0, 1, 2, 2, 0, 1, 2, 1, 2, 1, 0, 2, 1, 1, 2, 0, 0, 0, 1, 0, 4, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[667, 13, 13, 7, 14, 11, 12, 3, 5, 4, 5, 4, 1, 3, 6, 3, 2, 2, 5, 0, 2, 2, 2, 2, 2, 3, 3, 7, 1, 1, 2, 1, 3, 2, 1, 2, 0, 0, 1, 1, 1, 0, 0, 2, 2, 1, 2, 1, 2, 3, 0, 0, 1, 5, 4, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[663, 20, 13, 12, 13, 14, 6, 3, 6, 5, 6, 2, 2, 4, 5, 2, 1, 1, 0, 4, 2, 3, 1, 3, 1, 6, 4, 2, 2, 1, 1, 3, 3, 1, 1, 0, 0, 0, 3, 0, 1, 0, 1, 1, 1, 2, 1, 3, 3, 1, 2, 1, 6, 0, 0, 0, 2, 0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[680, 18, 18, 10, 10, 8, 6, 10, 3, 5, 3, 4, 0, 1, 2, 1, 2, 0, 4, 3, 0, 4, 0, 5, 5, 1, 0, 3, 3, 3, 1, 1, 0, 2, 0, 0, 1, 3, 0, 0, 1, 0, 2, 1, 1, 4, 2, 4, 0, 7, 0, 0, 0, 1, 1, 3, 0, 0, 2, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
