idx,lat,long,alt,impValue,valYear,stories,zipCode,squareFeet,mktValue,className,disRate,selfMoveYear,motMoveYear,selfMoveFlag,motiMoveFlag,freeRiderFlag,movedOutFlag,property,cumuLoss
5355,29.299376,-94.784328,1.5,37720,2018,1,77550,958,41220,L,0.18,25,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5356,29.281195,-94.871029,3.8,196440,2018,1,77554,4051,221070,M,0.12,28,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5357,29.293374,-94.804134,1.5,66430,2018,1,77550,5097,85500,L,0.18,23,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5358,29.297812,-94.779658,3.6,96600,2018,1,77550,2570,106180,L,0.18,200,42,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5359,29.300349,-94.779681,3.8,99780,2018,1,77550,1612,105900,L,0.18,200,45,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5360,29.194505,-94.986661,2.5,151950,2018,1,77554,11369,430820,M,0.12,26,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5361,29.275989,-94.845737,2.9,160620,2018,1,77551,5968,186570,M,0.12,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5362,29.297785,-94.783382,1.5,103410,2018,1,77550,2570,115600,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5363,29.266256,-94.842541,2.9,250180,2018,1,77551,10106,335880,M,0.12,11,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5364,29.30811,-94.774145,0.5,55580,2018,1,77550,2570,65120,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5365,29.293968,-94.915418,3.9,182610,2018,1,77554,6186,260470,M,0.12,36,19,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5366,29.24271,-94.907754,1.9,106470,2018,1,77554,13286,109980,L,0.18,32,7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5367,29.284591,-94.82503,1.5,120260,2018,1,77551,6229,146460,L,0.18,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5368,29.197243,-94.982837,4.2,147730,2018,1,77554,5184,275000,M,0.12,200,53,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5369,29.260234,-94.846368,3,17320,2018,1,77551,6970,35520,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5370,29.141041,-95.047923,2.6,150970,2018,1,77554,6752,181640,M,0.12,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5371,29.29113,-94.800322,1.6,187080,2018,1,77550,5358,210170,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5372,29.283193,-94.8065,1.1,233590,2018,1,77550,9017,264780,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5373,29.13183,-95.059582,2.6,112820,2018,1,77554,6490,139990,L,0.18,52,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5374,29.281008,-94.815762,1.5,74480,2018,1,77551,5097,93410,L,0.18,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5375,29.297696,-94.802066,1.6,46170,2018,1,77550,2614,54500,L,0.18,28,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5376,29.290334,-94.804889,1.5,53790,2018,1,77550,5140,70040,L,0.18,24,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5377,29.280666,-94.816799,1.7,125980,2018,1,77551,3790,140330,L,0.18,25,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5378,29.140455,-95.052223,3.7,101080,2018,1,77554,6229,219680,M,0.12,47,27,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5379,29.302888,-94.786331,0.4,71640,2018,1,77550,2222,81290,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5380,29.265388,-94.848301,2.7,230600,2018,1,77551,9060,317960,M,0.12,11,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5381,29.283072,-94.809746,2.4,43000,2018,1,77550,2134,50980,L,0.18,200,39,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5382,29.274659,-94.819763,1.5,151150,2018,1,77551,5968,179650,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5383,29.278398,-94.825423,1.4,154340,2018,1,77551,2962,172900,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5384,29.116235,-95.076452,2.9,335790,2018,1,77554,14113,493470,M,0.12,5,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5385,29.275657,-94.815959,2.8,121950,2018,1,77551,6665,159590,M,0.12,27,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5386,29.293856,-94.788099,2.9,100930,2018,1,77550,3703,114650,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5387,29.299896,-94.779677,1.5,58790,2018,1,77550,2526,68320,L,0.18,23,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5388,29.287725,-94.806084,1.9,88180,2018,1,77550,5097,107250,L,0.18,35,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5389,29.287805,-94.821748,1.5,106530,2018,1,77551,5576,129630,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5390,29.178922,-94.978436,2.8,282300,2018,1,77554,6534,337540,M,0.12,5,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5391,29.142317,-95.055082,4.1,310780,2018,1,77554,6098,460010,M,0.12,39,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5392,29.297524,-94.910742,2.3,377430,2018,1,77554,7449,493000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5393,29.26594,-94.877679,1.5,280970,2018,1,77554,11195,336970,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5394,29.266653,-94.842186,1.3,295470,2018,1,77551,8712,329540,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5395,29.199648,-94.990121,1.5,169250,2018,1,77554,5314,329650,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5396,29.204127,-94.934593,1.5,195270,2018,1,77554,6011,324870,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5397,29.227765,-94.921197,1.5,279960,2018,1,77554,11195,343240,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5398,29.285959,-94.802363,1.5,112820,2018,1,77550,4269,128710,L,0.18,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5399,29.255657,-94.867325,1.5,152010,2018,1,77554,5184,177490,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5400,29.298628,-94.799425,2.5,42090,2018,1,77550,5140,58340,L,0.18,200,44,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5401,29.198382,-94.989998,1.9,178160,2018,1,77554,4182,303780,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5402,29.282474,-94.824003,2.7,115460,2018,1,77551,5968,136460,L,0.18,53,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5403,29.290141,-94.807741,2.4,128860,2018,1,77550,5140,147940,L,0.18,43,25,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5404,29.269766,-94.839049,3.4,145690,2018,1,77551,9496,175200,M,0.12,29,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5405,29.277448,-94.833421,0.1,48890,2018,1,77551,6534,69440,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5406,29.300163,-94.783947,1.6,119340,2018,1,77550,2570,133710,L,0.18,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5407,29.295117,-94.786206,1.5,91620,2018,1,77550,1612,97690,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5408,29.288343,-94.794415,4.3,76280,2018,1,77550,2439,85410,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5409,29.27776,-94.838962,2.2,146420,2018,1,77551,6273,170280,M,0.12,3,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5410,29.144283,-95.033464,1.5,217980,2018,1,77554,6403,337030,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5411,29.144471,-95.049345,1.5,203000,2018,1,77554,12371,503880,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5412,29.242774,-94.905076,2.2,411360,2018,1,77554,382457,481790,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5413,29.171807,-94.989101,2.4,183080,2018,1,77554,7013,245750,M,0.12,8,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5414,29.268854,-94.843142,0.9,102850,2018,1,77551,6578,123310,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5415,29.29296,-94.861448,1.6,50840,2018,1,77554,4966,68340,L,0.18,28,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5416,29.137472,-95.0497,1.5,124840,2018,1,77554,4487,210340,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5417,29.289643,-94.791942,2.9,108860,2018,1,77550,2004,120230,L,0.18,200,33,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5418,29.295347,-94.806332,0.8,34140,2018,1,77550,2744,44360,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5419,29.290175,-94.820085,2.7,187150,2018,1,77551,5358,208480,M,0.12,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5420,29.294955,-94.794157,3.3,69940,2018,1,77550,2439,79060,L,0.18,200,47,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5421,29.279152,-94.821134,1.3,88500,2018,1,77551,1960,100880,L,0.18,7,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5422,29.291394,-94.814945,4.1,61770,2018,1,77550,2483,69650,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5423,29.266501,-94.877977,1.4,144940,2018,1,77554,5576,172940,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5424,29.301534,-94.906761,1,386360,2018,1,77554,5140,507160,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5425,29.129375,-95.060234,3.3,224500,2018,1,77554,6098,250000,M,0.12,16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5426,29.28286,-94.802956,2.8,199890,2018,1,77550,5140,218970,M,0.12,13,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5427,29.296436,-94.810881,0.6,23480,2018,1,77550,2919,32750,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5428,29.266777,-94.839946,1.5,248550,2018,1,77551,8973,288090,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5429,29.23804,-94.904918,0.3,60990,2018,1,77554,6316,68350,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5430,29.187758,-94.980314,2.2,225420,2018,1,77554,10672,257020,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5431,29.28587,-94.838952,2.4,87040,2018,1,77551,3136,126880,L,0.18,55,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5432,29.280358,-94.825323,1.7,92300,2018,1,77551,2962,102800,L,0.18,28,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5433,29.145565,-95.045743,4.1,238300,2018,1,77554,6360,359600,M,0.12,46,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5434,29.201806,-94.945296,1.5,135960,2018,1,77554,4008,150990,L,0.18,15,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5435,29.267303,-94.877857,1.5,13490,2018,1,77554,7187,102800,L,0.18,30,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5436,29.292902,-94.80035,2,76940,2018,1,77550,4400,93310,L,0.18,40,19,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5437,29.139783,-95.045363,1.5,118910,2018,1,77554,6578,148710,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5438,29.259579,-94.843825,2.1,173980,2018,1,77551,11631,204190,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5439,29.295965,-94.798249,1.5,88370,2018,1,77550,2526,96400,L,0.18,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5440,29.288084,-94.803097,2.9,132930,2018,1,77550,5097,152000,M,0.12,26,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5441,29.146766,-95.049344,0.8,318550,2018,1,77554,7536,582210,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5442,29.279037,-94.811829,2.3,182390,2018,1,77550,15246,232700,M,0.12,4,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5443,29.144498,-95.044133,2.9,120470,2018,1,77554,6229,148780,L,0.18,55,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5444,29.177038,-95.00138,2.9,260640,2018,1,77554,100667,331480,M,0.12,9,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5445,29.27964,-94.822118,1.5,164050,2018,1,77551,2962,176430,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5446,29.295971,-94.816492,1.2,3130,2018,1,77550,1699,8520,L,0.18,8,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5447,29.269964,-94.838238,2.9,163840,2018,1,77551,6578,184300,M,0.12,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5448,29.252667,-94.869055,3.1,188420,2018,1,77554,5750,219430,M,0.12,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5449,29.297873,-94.802672,1.4,37710,2018,1,77550,3920,50000,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5450,29.284871,-94.802045,4.1,194090,2018,1,77550,7667,222690,M,0.12,49,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5451,29.22651,-94.922666,3.4,145800,2018,1,77554,4792,160780,M,0.12,28,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5452,29.270071,-94.836142,2.9,115690,2018,1,77551,6186,133670,L,0.18,56,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5453,29.280087,-94.82588,4,76220,2018,1,77551,2962,86720,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5454,29.299884,-94.779558,2,227480,2018,1,77550,4792,245380,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5455,29.23853,-94.906745,1.5,19730,2018,1,77554,6534,27310,L,0.18,27,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5456,29.285796,-94.829717,1.5,139950,2018,1,77551,5358,147510,L,0.18,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5457,29.128048,-95.068939,1.4,167790,2018,1,77554,19994,202790,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5458,29.302239,-94.779643,3.5,101830,2018,1,77550,5097,120900,L,0.18,200,40,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5459,29.217964,-94.94216,2.7,231940,2018,1,77554,8973,291340,M,0.12,9,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5460,29.286241,-94.826734,1.3,77460,2018,1,77551,3790,93320,L,0.18,8,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5461,29.305108,-94.775153,1.6,191180,2018,1,77550,3441,203900,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5462,29.203577,-94.941245,3,256800,2018,1,77554,7754,308700,M,0.12,9,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5463,29.324609,-94.772275,1.6,234360,2018,1,77550,8407,264700,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5464,29.288073,-94.8101,2.7,83490,2018,1,77550,2309,92310,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5465,29.146238,-95.047595,2.6,246230,2018,1,77554,8712,458000,M,0.12,13,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5466,29.314716,-94.769119,1.3,141720,2018,1,77550,5489,177330,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5467,29.273537,-94.823948,2.6,148600,2018,1,77551,6360,170240,M,0.12,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5468,29.145321,-95.046147,1.5,241220,2018,1,77554,6360,362520,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5469,29.283018,-94.804325,2.7,76920,2018,1,77550,2657,86820,L,0.18,200,38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5470,29.273859,-94.827767,1.5,160940,2018,1,77551,6142,169420,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5471,29.19936,-94.943109,1.4,120880,2018,1,77554,5445,151590,L,0.18,12,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5472,29.282649,-94.818594,4,54260,2018,1,77551,2396,69110,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5473,29.241392,-94.878233,1.4,79300,2018,1,77554,14026,90510,L,0.18,15,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5474,29.281538,-94.803943,1.5,110720,2018,1,77550,5184,130120,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5475,29.289271,-94.792889,0.9,95270,2018,1,77550,2788,111110,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5476,29.254794,-94.850851,4.3,39070,2018,1,77554,6970,48030,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5477,29.129288,-95.073533,2.2,103020,2018,1,77554,9322,119070,L,0.18,42,23,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5478,29.280147,-94.819022,2.8,128330,2018,1,77551,5968,153080,M,0.12,25,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5479,29.294718,-94.802342,1.3,103960,2018,1,77550,2570,112100,L,0.18,6,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5480,29.124428,-95.06998,0.2,101150,2018,1,77554,6882,113150,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5481,29.288163,-94.82607,1.5,60490,2018,1,77551,2962,70990,L,0.18,23,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5482,29.269521,-94.825922,0.5,194520,2018,1,77551,5619,202420,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5483,29.205415,-94.937871,0.2,135360,2018,1,77554,6098,180370,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5484,29.129404,-95.061065,1.5,137970,2018,1,77554,12458,190220,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5485,29.279058,-94.82444,1.2,75080,2018,1,77551,2396,83480,L,0.18,3,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5486,29.127022,-95.072846,1.5,143990,2018,1,77554,18644,176670,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5487,29.291909,-94.809722,1.7,76380,2018,1,77550,5140,95460,L,0.18,29,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5488,29.268889,-94.842613,4.2,159460,2018,1,77551,7667,183330,M,0.12,200,41,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5489,29.288284,-94.816947,1.6,111500,2018,1,77551,5968,140000,L,0.18,23,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5490,29.321191,-94.771292,4.5,122840,2018,1,77550,6360,149710,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5491,29.316186,-94.770722,1.1,85070,2018,1,77550,5793,101820,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5492,29.278997,-94.829116,2.5,93450,2018,1,77551,3093,97760,L,0.18,54,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5493,29.279231,-94.82251,2,102180,2018,1,77551,5968,126930,L,0.18,36,16,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5494,29.285848,-94.797232,1.2,81540,2018,1,77550,2309,90060,L,0.18,3,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5495,29.199738,-94.984113,3.2,1204830,2018,1,77554,20909,1993880,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5496,29.276597,-94.834121,2.3,127950,2018,1,77551,2091,134930,L,0.18,40,21,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5497,29.307095,-94.787382,4.1,163270,2018,1,77550,5097,179460,M,0.12,200,31,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5498,29.290963,-94.80653,3.4,112300,2018,1,77550,2744,122400,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5499,29.126935,-95.071879,3.4,109820,2018,1,77554,18687,142500,L,0.18,200,38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5500,29.275798,-94.842487,2.7,123340,2018,1,77551,5184,143700,L,0.18,50,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5501,29.126835,-95.070382,1.5,95710,2018,1,77554,17468,126340,L,0.18,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5502,29.195945,-94.983485,2.2,245500,2018,1,77554,5968,414380,M,0.12,1,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5503,29.14373,-95.042153,3.6,93130,2018,1,77554,5968,121440,L,0.18,200,45,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5504,29.281715,-94.805242,0.6,106810,2018,1,77550,5706,128050,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5505,29.293735,-94.917139,1,270430,2018,1,77554,5576,364390,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5506,29.272624,-94.824177,2,190440,2018,1,77551,7100,214720,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5507,29.30594,-94.782432,1.8,257770,2018,1,77550,5140,280990,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5508,29.289223,-94.819677,4.7,184750,2018,1,77551,4922,204300,M,0.12,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5509,29.212472,-94.94948,2.7,459730,2018,1,77554,9540,799000,M,0.12,2,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5510,29.28097,-94.822573,4.3,67310,2018,1,77551,1481,73500,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5511,29.303504,-94.774816,1.5,68960,2018,1,77550,5140,88120,L,0.18,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5512,29.279776,-94.821531,1.9,211670,2018,1,77551,10498,251270,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5513,29.282713,-94.817531,0,89440,2018,1,77551,5968,114190,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5514,29.1837,-94.977695,0.9,110840,2018,1,77554,6882,131260,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5515,29.196363,-94.987653,2.7,322950,2018,1,77554,6055,471020,M,0.12,4,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5516,29.296386,-94.799883,1.5,103890,2018,1,77550,4792,130890,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5517,29.224385,-94.905746,1.5,3060,2018,1,77554,330620,292910,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5518,29.28703,-94.821335,2.8,45930,2018,1,77551,3790,61610,L,0.18,200,53,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5519,29.316619,-94.768381,2.8,97810,2018,1,77550,6229,134390,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5520,29.28135,-94.814449,1.5,150240,2018,1,77551,5968,172520,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5521,29.295294,-94.788056,3.2,102380,2018,1,77550,5184,131630,L,0.18,200,37,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5522,29.283754,-94.819136,0.8,113040,2018,1,77551,5968,137790,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5523,29.284716,-94.828182,4.4,83620,2018,1,77551,4182,101260,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5524,29.203773,-94.935773,1.5,203390,2018,1,77554,6142,325790,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5525,29.28709,-94.808497,1.7,79770,2018,1,77550,1699,86160,L,0.18,29,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5526,29.269679,-94.823408,1.5,143600,2018,1,77551,5750,151650,L,0.18,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5527,29.282891,-94.802838,2.3,163310,2018,1,77550,5140,182470,M,0.12,5,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5528,29.193215,-94.985768,1,207580,2018,1,77554,4095,299030,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5529,29.277271,-94.8353,1.6,99250,2018,1,77551,5576,117780,L,0.18,24,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5530,29.201841,-94.943136,1.5,214870,2018,1,77554,7971,229870,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5531,29.136469,-95.058843,4.4,211470,2018,1,77554,7275,243500,M,0.12,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5532,29.296269,-94.794793,3.6,22580,2018,1,77550,1830,28120,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5533,29.283709,-94.860077,0.4,424620,2018,1,77554,30492,526120,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5534,29.300579,-94.783493,2.9,60790,2018,1,77550,2004,70300,L,0.18,200,46,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5535,29.28093,-94.823151,2.4,65620,2018,1,77551,2962,78000,L,0.18,200,34,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5536,29.188262,-94.980825,2.5,120050,2018,1,77554,3136,190140,M,0.12,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5537,29.14184,-95.043627,2.6,192290,2018,1,77554,6229,220600,M,0.12,11,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5538,29.301471,-94.776332,3.5,42990,2018,1,77550,958,45960,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5539,29.186793,-94.973031,1.5,113460,2018,1,77554,7444,135520,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
