idx,lat,long,alt,impValue,valYear,stories,zipCode,squareFeet,mktValue,className,disRate,selfMoveYear,motMoveYear,selfMoveFlag,motiMoveFlag,freeRiderFlag,movedOutFlag,property,cumuLoss
0,29.260359,-94.846434,1.5,48190,2018,1,77551,6970,66390,L,0.18,24,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,29.282457,-94.817415,3.4,71070,2018,1,77551,2962,83450,L,0.18,200,48,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2,29.298585,-94.914418,1.5,195620,2018,1,77554,4356,245710,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
3,29.285953,-94.796309,4.4,98460,2018,1,77550,2570,108040,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,29.288096,-94.810014,2.9,41410,2018,1,77550,2831,50000,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,29.289098,-94.795488,3.8,119930,2018,1,77550,2570,129510,L,0.18,200,41,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
6,29.271491,-94.835347,1.5,131490,2018,1,77551,6795,156350,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,29.278938,-94.823603,3.1,105680,2018,1,77551,2962,118060,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
8,29.296188,-94.787818,2.7,116740,2018,1,77550,1612,122640,L,0.18,51,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
9,29.291339,-94.797928,3.1,184280,2018,1,77550,3354,197000,M,0.12,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
10,29.18935,-94.979618,1.5,128120,2018,1,77554,8059,152120,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
11,29.200033,-94.944887,1.7,31890,2018,1,77554,13460,94320,L,0.18,36,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
12,29.276594,-94.838066,1.5,140480,2018,1,77551,9583,169510,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
13,29.279485,-94.817558,3.7,157210,2018,1,77551,5968,181960,M,0.12,30,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
14,29.288005,-94.82871,2.1,124450,2018,1,77551,1394,129350,L,0.18,35,14,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
15,29.280906,-94.827906,1.5,117820,2018,1,77551,4792,124150,L,0.18,16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
16,29.130981,-95.060274,1.6,112640,2018,1,77554,5576,136050,L,0.18,23,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17,29.135901,-95.062175,0.3,236090,2018,1,77554,10367,360890,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
18,29.282446,-94.818555,3.4,95580,2018,1,77551,4008,112080,L,0.18,200,40,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
19,29.275783,-94.833069,1.5,102230,2018,1,77551,3136,112630,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
20,29.277255,-94.818636,3.8,191610,2018,1,77551,6273,227000,M,0.12,29,7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
21,29.283069,-94.807779,3.7,142360,2018,1,77550,5140,161520,M,0.12,32,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
22,29.316895,-94.768655,2.3,103880,2018,1,77550,6795,141190,L,0.18,46,27,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
23,29.287081,-94.827578,2.1,24670,2018,1,77551,1133,28630,L,0.18,200,32,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
24,29.305175,-94.774671,3,263020,2018,1,77550,5009,281680,M,0.12,6,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
25,29.282644,-94.816145,3.4,205310,2018,1,77551,8973,241450,M,0.12,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
26,29.278451,-94.826688,1.5,180830,2018,1,77551,3398,194900,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
27,29.275781,-94.826506,1.8,110460,2018,1,77551,5314,137490,L,0.18,30,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
28,29.299812,-94.779096,3,85670,2018,1,77550,1263,89730,L,0.18,200,38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
29,29.280765,-94.867749,0.1,148080,2018,1,77554,7579,173540,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30,29.218003,-94.945007,0.4,193910,2018,1,77554,6534,410000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
31,29.199926,-94.943957,1.8,141410,2018,1,77554,7492,169530,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
32,29.290212,-94.792539,3.5,73710,2018,1,77550,1655,78970,L,0.18,200,48,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
33,29.274395,-94.826241,2.2,94600,2018,1,77551,5489,107830,L,0.18,43,24,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
34,29.136942,-95.060112,0.2,269310,2018,1,77554,5358,333630,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
35,29.202703,-94.941836,2.2,311990,2018,1,77554,8494,387910,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
36,29.269925,-94.842786,1.5,113340,2018,1,77551,6578,133800,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
37,29.307933,-94.777291,2.6,166000,2018,1,77550,2570,175540,M,0.12,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
38,29.258986,-94.845708,1.5,81800,2018,1,77551,6970,100000,L,0.18,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
39,29.129134,-95.057363,1.5,141460,2018,1,77554,8973,307460,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40,29.297158,-94.785658,2.8,93820,2018,1,77550,1699,101950,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
41,29.287832,-94.831124,1.9,75300,2018,1,77551,5489,83000,L,0.18,36,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
42,29.264484,-94.845885,0.9,249060,2018,1,77551,9757,360420,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
43,29.185419,-94.977142,1.7,99050,2018,1,77554,7449,121160,L,0.18,28,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
44,29.141783,-95.052961,0.1,230230,2018,1,77554,6055,345750,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
45,29.298533,-94.784461,2.9,142120,2018,1,77550,5097,161190,M,0.12,24,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
46,29.292738,-94.807197,2.7,89720,2018,1,77550,3833,103980,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
47,29.301774,-94.775716,4.3,66230,2018,1,77550,2570,74360,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
48,29.204923,-94.937143,2.6,189140,2018,1,77554,5968,238940,M,0.12,13,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
49,29.203759,-94.945423,1.5,54420,2018,1,77554,7013,66210,L,0.18,23,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
50,29.292322,-94.802494,2.9,83600,2018,1,77550,5097,102670,L,0.18,200,39,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
51,29.291268,-94.807456,2.7,58030,2018,1,77550,1220,62600,L,0.18,200,43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
52,29.277806,-94.840546,1.5,158950,2018,1,77551,8015,185550,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
53,29.295913,-94.783993,3.4,70310,2018,1,77550,2091,78110,L,0.18,200,48,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
54,29.278437,-94.81981,3.6,106430,2018,1,77551,5968,131190,L,0.18,200,41,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
55,29.27247,-94.840124,1.5,84100,2018,1,77551,6708,94500,L,0.18,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
56,29.284799,-94.815662,3,132440,2018,1,77551,5968,157190,M,0.12,27,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
57,29.30574,-94.786848,2.2,331210,2018,1,77550,5140,353260,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
58,29.283944,-94.874474,1.6,88250,2018,1,77554,10019,188250,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
59,29.291555,-94.811071,2.6,94520,2018,1,77550,3441,105480,L,0.18,58,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
60,29.294582,-94.799533,2.7,101870,2018,1,77550,2526,109970,L,0.18,58,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
61,29.288374,-94.830079,2.1,97120,2018,1,77551,3006,107620,L,0.18,40,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
62,29.134887,-95.051713,2.7,213170,2018,1,77554,5097,250000,M,0.12,10,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
63,29.259434,-94.841568,1.5,187480,2018,1,77551,7449,215760,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
64,29.292786,-94.802234,2.8,78550,2018,1,77550,4661,93340,L,0.18,200,39,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
65,29.193439,-94.984009,0.7,219420,2018,1,77554,8668,413000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
66,29.281315,-94.814582,3.6,94400,2018,1,77551,6403,117980,L,0.18,200,44,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
67,29.285077,-94.801256,4,102330,2018,1,77550,3833,116630,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68,29.259252,-94.843176,1.5,194300,2018,1,77551,6403,222080,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
69,29.192088,-94.981118,1.5,166330,2018,1,77554,6578,258850,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70,29.298709,-94.789484,2.6,163320,2018,1,77550,5140,182430,M,0.12,15,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
71,29.286493,-94.801375,3.7,140180,2018,1,77550,5924,162250,M,0.12,33,11,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
72,29.27538,-94.817012,4.2,160090,2018,1,77551,6665,197730,M,0.12,200,42,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
73,29.268277,-94.84229,1.5,83200,2018,1,77551,6578,103660,L,0.18,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
74,29.200986,-94.945372,1.6,263910,2018,1,77554,9583,299970,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
75,29.273794,-94.822783,3.1,168720,2018,1,77551,7362,193450,M,0.12,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
76,29.277828,-94.823987,2.9,89470,2018,1,77551,2962,101850,L,0.18,200,37,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
77,29.283098,-94.828775,1.9,168030,2018,1,77551,5968,177930,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
78,29.299306,-94.783178,3,106810,2018,1,77550,2526,121120,L,0.18,200,34,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
79,29.287496,-94.799239,3.8,70470,2018,1,77550,1699,76830,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,29.302802,-94.777486,3,99390,2018,1,77550,5097,118460,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
81,29.215467,-94.915005,1.8,242590,2018,1,77554,5968,354790,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
82,29.29008,-94.822377,2.3,74710,2018,1,77551,5968,99470,L,0.18,54,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
83,29.138983,-95.04868,1.4,153700,2018,1,77554,6229,182010,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
84,29.299173,-94.913005,1.5,101220,2018,1,77554,4792,189990,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
85,29.295367,-94.782085,4.8,133630,2018,1,77550,3746,147550,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86,29.279939,-94.82644,1.5,86470,2018,1,77551,3485,100990,L,0.18,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
87,29.293465,-94.785642,3.7,70650,2018,1,77550,1525,75460,L,0.18,200,54,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
88,29.28186,-94.870861,1.5,176020,2018,1,77554,13024,246150,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
89,29.293609,-94.797656,2.9,50520,2018,1,77550,5140,69680,L,0.18,200,53,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
90,29.140117,-95.053359,0.6,758600,2018,1,77554,18252,1105160,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91,29.28308,-94.815052,3.3,100690,2018,1,77551,4182,116280,L,0.18,200,38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
92,29.300413,-94.80358,2.2,74700,2018,1,77550,8364,89780,L,0.18,48,27,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
93,29.238829,-94.882723,2.9,33320,2018,1,77554,3877,35120,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
94,29.315263,-94.768427,2.6,126020,2018,1,77550,4356,161320,M,0.12,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
95,29.285645,-94.819738,3,48120,2018,1,77551,2962,60500,L,0.18,200,56,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
96,29.182862,-94.976109,1.5,103580,2018,1,77554,6882,124000,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
97,29.291816,-94.819366,2.2,88130,2018,1,77551,5140,109330,L,0.18,45,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
98,29.143569,-95.051839,1.2,116380,2018,1,77554,6970,285990,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
99,29.139406,-95.043693,1.8,126360,2018,1,77554,6011,153450,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
100,29.294868,-94.802337,2.6,97700,2018,1,77550,2396,105260,L,0.18,56,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
101,29.142342,-95.046385,1.5,230020,2018,1,77554,6229,258330,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
102,29.302483,-94.778487,2.9,18070,2018,1,77550,1437,23490,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103,29.290841,-94.794206,3.4,91970,2018,1,77550,3920,106450,L,0.18,200,41,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
104,29.28642,-94.803835,3.4,129690,2018,1,77550,5097,148760,L,0.18,60,33,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
105,29.279944,-94.828157,1.4,97190,2018,1,77551,5097,105570,L,0.18,13,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
106,29.285444,-94.806059,3.4,113060,2018,1,77550,10062,148430,L,0.18,200,37,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
107,29.272805,-94.820974,3.8,209740,2018,1,77551,9757,251670,M,0.12,27,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
108,29.175025,-94.98373,1.6,131560,2018,1,77554,2962,157030,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
109,29.285499,-94.825194,2.5,81650,2018,1,77551,4182,99290,L,0.18,200,33,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
110,29.290515,-94.818651,2.4,341390,2018,1,77551,15594,438890,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
111,29.288524,-94.817473,2.6,225460,2018,1,77551,7187,270460,M,0.12,7,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
112,29.297562,-94.782568,3.4,85290,2018,1,77550,5009,104040,L,0.18,200,43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
113,29.2792,-94.829628,1.5,106440,2018,1,77551,6142,114930,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
114,29.287968,-94.797995,3.8,55620,2018,1,77550,1481,61340,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,29.29717,-94.791723,2.7,58670,2018,1,77550,3136,70470,L,0.18,200,43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
116,29.199442,-94.943379,1.6,120950,2018,1,77554,3572,141200,L,0.18,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
117,29.302822,-94.783435,2.6,109860,2018,1,77550,5140,131920,L,0.18,52,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
118,29.272631,-94.823717,2.7,177650,2018,1,77551,7536,202500,M,0.12,15,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
119,29.304149,-94.788043,2.4,129330,2018,1,77550,2483,140000,L,0.18,42,24,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
120,29.284496,-94.816821,3.1,71750,2018,1,77551,3920,88250,L,0.18,200,45,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
121,29.144666,-95.044851,1.3,231500,2018,1,77554,6229,259810,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
122,29.280044,-94.826511,1.5,109960,2018,1,77551,5968,134710,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
123,29.174582,-94.984451,1.6,139760,2018,1,77554,2962,165560,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
124,29.299074,-94.803327,2.3,67270,2018,1,77550,7841,81960,L,0.18,56,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
125,29.279839,-94.820204,3.5,150130,2018,1,77551,5968,174890,M,0.12,29,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
126,29.292758,-94.810258,2.5,81740,2018,1,77550,5358,101790,L,0.18,200,34,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
127,29.294885,-94.789178,2.8,91750,2018,1,77550,5140,110890,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
128,29.2922,-94.808612,2.6,126820,2018,1,77550,7710,154170,M,0.12,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
129,29.287559,-94.832325,1.5,95480,2018,1,77551,5793,105110,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
130,29.300061,-94.793414,2.4,191980,2018,1,77550,5184,234130,M,0.12,6,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
131,29.28926,-94.799732,3.4,221660,2018,1,77550,3398,234350,M,0.12,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
132,29.19446,-94.98476,1.3,197500,2018,1,77554,5001,308750,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
133,29.30044,-94.778593,3.1,117850,2018,1,77550,5097,134030,L,0.18,59,33,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
134,29.297576,-94.814286,1.9,79580,2018,1,77550,5140,95830,L,0.18,36,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
135,29.139925,-95.041192,1.5,194000,2018,1,77554,5968,290000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
136,29.305191,-94.776484,2.8,230350,2018,1,77550,4269,244540,M,0.12,8,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
137,29.273938,-94.824856,2.6,114420,2018,1,77551,6273,135840,L,0.18,51,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
138,29.183722,-94.974497,1.5,143620,2018,1,77554,8886,170020,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
139,29.141444,-95.052467,1.2,198250,2018,1,77554,6055,313770,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
140,29.296551,-94.794304,2.7,25270,2018,1,77550,1002,29050,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,29.255858,-94.866765,1.5,165070,2018,1,77554,4487,207000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
142,29.317224,-94.770652,1.5,107130,2018,1,77550,6098,133560,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
143,29.267097,-94.842202,1.5,162720,2018,1,77551,6970,184430,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
144,29.291678,-94.810852,2.6,41090,2018,1,77550,1568,46100,L,0.18,200,47,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
145,29.252472,-94.870161,1.5,120190,2018,1,77554,7492,158510,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
146,29.145886,-95.043836,1.3,95000,2018,1,77554,6229,123310,L,0.18,8,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
147,29.270258,-94.840398,1.5,113470,2018,1,77551,6360,133190,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
148,29.206323,-94.938938,2,363740,2018,1,77554,6970,390790,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
149,29.301431,-94.775493,3.3,132890,2018,1,77550,5097,179110,M,0.12,30,7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
150,29.196197,-94.986203,1.1,202300,2018,1,77554,5358,334470,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
151,29.298171,-94.780193,3.8,155220,2018,1,77550,3398,166010,M,0.12,33,11,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
152,29.191903,-94.978903,1.3,118260,2018,1,77554,6578,185810,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
153,29.304944,-94.786229,2.4,176210,2018,1,77550,5140,198270,M,0.12,7,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
154,29.296223,-94.780903,4.9,110580,2018,1,77550,5097,129650,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,29.269316,-94.837247,1.5,153310,2018,1,77551,6490,171460,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
156,29.139949,-95.046082,1.8,125270,2018,1,77554,6578,155070,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
157,29.291034,-94.793475,3.3,123240,2018,1,77550,2439,139140,L,0.18,200,33,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
158,29.125746,-95.071402,1.3,119200,2018,1,77554,6839,131200,L,0.18,5,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
159,29.281863,-94.813969,3.5,123990,2018,1,77551,5140,143150,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
160,29.322786,-94.772002,1.6,181110,2018,1,77550,8146,211000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
161,29.280513,-94.824126,3.1,167630,2018,1,77551,3267,181240,M,0.12,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
162,29.299063,-94.783019,3,143490,2018,1,77550,5097,162570,M,0.12,25,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
163,29.284313,-94.804638,3.8,171920,2018,1,77550,4966,192000,M,0.12,31,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
164,29.27674,-94.829344,1.5,52150,2018,1,77551,5140,59410,L,0.18,23,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
165,29.275821,-94.830048,1.5,229610,2018,1,77551,9191,239820,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
166,29.294004,-94.816882,2.1,96220,2018,1,77550,4966,119170,L,0.18,40,21,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
167,29.187138,-94.979207,1.5,239110,2018,1,77554,8233,263570,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
168,29.268673,-94.840384,1.5,216890,2018,1,77551,7928,241540,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
169,29.29183,-94.810612,2.6,74670,2018,1,77550,3572,86010,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
170,29.286554,-94.794024,4.6,83970,2018,1,77550,2570,98480,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,29.297266,-94.783682,3.1,93630,2018,1,77550,3833,107890,L,0.18,200,38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
172,29.276791,-94.828949,1.5,133140,2018,1,77551,3528,138120,L,0.18,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
173,29.276241,-94.838993,1.5,132250,2018,1,77551,5968,155650,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
174,29.281473,-94.80616,4.1,104800,2018,1,77550,5968,127080,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,29.292393,-94.81717,2.2,118320,2018,1,77551,3441,132840,L,0.18,39,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
176,29.300072,-94.782215,2.9,131510,2018,1,77550,5097,150590,L,0.18,50,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
177,29.26675,-94.878109,1.7,76010,2018,1,77554,5576,104010,L,0.18,30,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
178,29.140388,-95.044857,2,244690,2018,1,77554,12458,301310,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
179,29.286386,-94.803963,3.5,169840,2018,1,77550,5097,188910,M,0.12,26,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
180,29.142621,-95.04365,1.5,121060,2018,1,77554,5968,148150,L,0.18,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
181,29.317942,-94.770725,1.4,121030,2018,1,77550,5968,147270,L,0.18,11,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
182,29.191638,-94.978461,1.4,67450,2018,1,77554,6578,135000,L,0.18,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
183,29.260047,-94.84441,1.5,184480,2018,1,77551,6273,196770,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
184,29.281681,-94.81466,3.5,99960,2018,1,77551,5140,119040,L,0.18,200,40,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
185,29.18197,-94.976086,1.5,112760,2018,1,77554,6882,133200,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
186,29.316905,-94.770737,1.5,131450,2018,1,77550,6098,157880,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
187,29.21457,-94.917959,1.6,188320,2018,1,77554,5358,256630,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
